Hour,Wind Speed
0,3.4051227569580083
1,3.2773532867431636
2,3.118815660476685
3,2.9786152839660645
4,2.906633138656616
5,0.3614373207092285
6,0.6558912992477417
7,0.8226320743560791
8,0.9353195428848268
9,1.1674562692642212
10,1.4108420610427856
11,1.6435482501983645
12,1.8980555534362795
13,2.128587007522583
14,2.533990859985352
15,2.9681339263916016
16,3.1282625198364262
17,3.180189609527588
18,3.020893096923828
19,2.7747764587402344
20,2.2931532859802246
21,1.779896259307861
22,1.4647454023361206
23,1.338493824005127
0,1.345016598701477
1,1.4000036716461182
2,1.4760340452194214
3,1.5137475728988647
4,1.497529149055481
5,1.467127561569214
6,1.4423907995224
7,1.2331537008285522
8,1.2520430088043213
9,1.2404571771621704
10,1.342963933944702
11,1.5046926736831665
12,1.6892197132110596
13,1.8209095001220703
14,2.035198211669922
15,2.3311262130737305
16,2.645254850387573
17,3.1132695674896236
18,3.2256903648376465
19,3.1018683910369877
20,2.6812679767608643
21,2.111053943634033
22,1.514029860496521
23,0.9584861993789672
0,0.5280463099479675
1,0.3032206892967224
2,0.5444636344909668
3,0.9711122512817384
4,1.2629635334014893
5,1.4097137451171875
6,1.4831666946411133
7,1.4058618545532229
8,1.0401788949966428
9,1.2335721254348757
10,1.220299243927002
11,1.2170426845550537
12,1.1453102827072144
13,1.0522544384002686
14,1.119861364364624
15,1.4204014539718628
16,1.9909861087799072
17,2.4058313369750977
18,2.4655508995056152
19,2.2990567684173584
20,1.865689873695373
21,1.3960789442062378
22,1.0218291282653809
23,0.8358813524246216
0,0.8124738335609436
1,0.8336988687515259
2,0.7655652761459351
3,0.7731233835220337
4,0.8993468880653381
5,1.0268697738647459
6,1.1846696138381958
7,1.3053257465362549
8,1.20564866065979
9,1.1486197710037231
10,1.1230062246322632
11,0.9715941548347472
12,0.9140411019325256
13,0.8140031695365906
14,0.4517121911048889
15,0.17401891946792605
16,0.4551215469837189
17,1.399418592453003
18,2.134386777877808
19,2.490264892578125
20,2.481013298034668
21,2.23230242729187
22,1.9225928783416748
23,1.6730693578720093
0,1.5457520484924316
1,1.5048292875289917
2,1.6007413864135742
3,1.7229061126708984
4,1.5847471952438354
5,1.1797484159469604
6,1.0479332208633425
7,0.8527567982673645
8,0.2442779541015625
9,0.3482775688171387
10,0.4473905265331268
11,0.4106831848621368
12,0.30034756660461426
13,0.1177418977022171
14,0.2606327533721924
15,0.7510445117950441
16,1.3655811548233032
17,1.7867145538330078
18,1.9044369459152224
19,1.7982391119003296
20,1.5365595817565918
21,1.2478464841842651
22,1.044186234474182
23,0.9797648787498474
0,1.1717437505722046
1,1.5577245950698853
2,1.7244139909744265
3,1.7350473403930664
4,1.6775537729263306
5,1.5930184125900269
6,1.4377036094665527
7,1.1283485889434814
8,1.0894107818603516
9,1.0043907165527344
10,0.8291081786155701
11,0.6985036730766296
12,0.7057670354843141
13,0.9101879000663756
14,1.2991575002670288
15,1.741427659988403
16,2.2138385772705083
17,2.6284596920013428
18,2.8505358695983887
19,2.9134213924407963
